id,title,release_date,popularity,vote_average,vote_count
8391,When Night Is Falling,1995-05-05,3.302524,5.9,10.0
629,The Usual Suspects,1995-07-19,16.302466,8.1,3334.0
117164,Guardian Angel,1994-11-22,0.595949,6.3,3.0
11448,Mighty Aphrodite,1995-09-13,15.899134,6.7,145.0
49133,Lamerica,1994-01-01,1.361286,7.7,11.0
26441,The Big Green,1995-09-29,5.9827639999999995,5.2,41.0
97406,Georgia,1995-05-19,4.093443,6.1,15.0
124057,Kids of the Round Table,1997-07-08,0.307075,3.0,1.0
9089,Home for the Holidays,1995-11-02,8.416802,6.3,39.0
11010,The Postman,1994-09-22,10.168436999999999,7.6,181.0
99040,The Confessional,1995-09-29,0.12078900000000001,6.5,2.0
11359,The Indian in the Cupboard,1995-07-14,10.673296,5.9,136.0
17182,Eye for an Eye,1996-01-12,4.733526,5.8,65.0
2054,Mr. Holland's Opus,1995-12-29,7.137117,6.9,115.0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,11.700115,6.2,192.0
19760,Two If by Sea,1996-01-12,2.174487,4.5,14.0
9536,Bio-Dome,1996-01-12,6.387469,4.4,110.0
11525,Lawnmower Man 2: Beyond Cyberspace,1996-01-12,2.49535,2.8,32.0
40628,Two Bits,1995-10-22,4.046208,5.4,11.0
4482,French Twist,1995-02-08,2.518051,6.0,43.0
10634,Friday,1995-04-26,14.56965,7.0,513.0
755,From Dusk Till Dawn,1996-01-19,15.339153,6.9,1644.0
11859,Fair Game,1995-11-03,5.912223,4.1,54.0
28387,Kicking and Screaming,1995-10-06,3.3672760000000004,7.0,36.0
48750,Les Miserables,1995-03-22,1.4794459999999998,6.6,8.0
20927,Bed of Roses,1996-01-26,10.412194,5.1,27.0
36929,Big Bully,1996-01-26,2.936443,3.9,16.0
9102,Screamers,1995-09-08,12.758848,6.1,154.0
124626,Nico Icon,1995-02-18,0.133893,7.3,3.0
27526,The Crossing Guard,1995-11-15,5.756462,6.1,74.0
9623,The Juror,1996-02-02,6.010579,5.5,91.0
46785,The White Balloon,1995-01-01,1.196256,7.5,20.0
400,Things to Do in Denver When You're Dead,1995-12-01,4.486179,6.7,87.0
880,Antonia's Line,1995-09-12,2.030174,7.2,26.0
146599,Once Upon a Time... When We Were Colored,1996-01-26,0.252287,4.5,2.0
188588,Last Summer in the Hamptons,1995-11-22,0.531159,0.0,0.0
8447,Angels and Insects,1995-09-10,2.1516599999999997,6.3,17.0
10534,White Squall,1996-02-02,9.568603999999999,6.3,86.0
17414,Dunston Checks In,1996-01-12,4.814825,5.1,59.0
13997,Black Sheep,1996-02-01,8.963037,6.0,124.0
2086,Nick of Time,1995-11-22,6.848591000000001,6.1,190.0
61548,The Journey of August King,1995-09-14,0.41142399999999996,6.7,3.0
9095,Mary Reilly,1996-02-23,12.866139,5.7,77.0
12158,Vampire in Brooklyn,1995-10-26,9.071127,4.5,113.0
9283,Beautiful Girls,1996-02-09,4.670562,6.6,103.0
9208,Broken Arrow,1996-02-09,14.957626000000001,5.7,459.0
40154,A Midwinter's Tale,1995-12-01,0.5133909999999999,7.5,6.0
406,La Haine,1995-05-31,12.108196000000001,7.9,695.0
45549,Shopping,1994-12-06,2.6576470000000003,5.6,13.0
63076,Heidi Fleiss: Hollywood Madam,1995-12-27,0.638211,6.8,4.0
11062,City Hall,1996-02-16,4.8072230000000005,6.0,67.0
13685,Bottle Rocket,1996-02-21,6.904831,6.8,285.0
47475,Mr. Wrong,1996-02-16,3.329264,3.3,16.0
2045,Unforgettable,1996-02-23,2.464425,5.3,22.0
9614,Happy Gilmore,1996-02-16,9.592265,6.5,767.0
688,The Bridges of Madison County,1995-05-28,5.951077,7.3,397.0
11907,Nobody Loves Me,1994-11-07,1.015068,5.1,5.0
10874,Muppet Treasure Island,1996-02-16,6.902423,6.5,93.0
89333,Catwalk,1995-12-08,0.976707,7.0,2.0
96357,Headless Body in Topless Bar,1995-05-20,0.0013460000000000002,0.0,0.0
197,Braveheart,1995-05-24,20.755149,7.7,3404.0
103,Taxi Driver,1976-02-07,14.092713,8.1,2632.0
33542,Rumble in the Bronx,1995-01-30,12.314278,6.5,245.0
43566,Before and After,1996-02-23,2.938293,5.8,37.0
71754,Margaret's Museum,1995-09-13,0.372697,7.5,2.0
43612,Happiness Is in the Field,1995-01-31,1.254885,7.0,23.0
51352,Anne Frank Remembered,1995-06-08,0.243986,7.3,4.0
16934,The Young Poisoner's Handbook,1995-01-20,6.178497,6.9,19.0
10324,If Lucy Fell,1996-03-08,2.891918,5.4,11.0
78406,Steal Big Steal Little,1995-09-29,1.522412,5.1,7.0
55731,Race the Sun,1996-03-22,1.317878,5.2,21.0
32119,The Boys of St. Vincent,1992-12-06,0.86539,7.0,7.0
11066,Boomerang,1992-06-30,6.506983,5.4,139.0
11104,Chungking Express,1994-07-14,6.778979,7.9,249.0
37975,The Star Maker,1995-09-21,1.702639,6.8,29.0
2074,Flirting with Disaster,1996-03-22,5.579088,6.3,66.0
27793,The Neverending Story III: Escape from Fantasia,1994-10-26,6.252377,4.4,105.0
44284,The Silences of the Palace,1994-09-30,0.406754,4.3,3.0
290157,Jupiter's Wife,1995-01-01,0.001178,0.0,0.0
110972,Pie in the Sky,1996-02-09,0.699066,7.0,2.0
32622,Angela,1995-01-01,2.197439,5.6,9.0
73067,Frankie Starlight,1995-11-22,0.637554,5.4,4.0
11863,Jade,1995-10-13,11.418917,5.1,45.0
55475,Nueba Yol,1995-08-16,0.29102100000000003,5.5,1.0
124636,Sonic Outlaws,1995-08-01,0.001838,0.0,0.0
9101,Down Periscope,1996-03-01,5.184977,5.6,110.0
123360,From the Journals of Jean Seberg,1995-09-08,0.276401,6.5,2.0
5757,Man of the Year,1995-09-15,0.5404359999999999,3.8,2.0
39428,The Neon Bible,1995-08-23,0.370342,7.2,5.0
124639,Target,1995-08-01,0.0012050000000000001,0.0,0.0
9302,Up Close & Personal,1996-03-01,3.4027489999999996,5.9,51.0
11000,The Birdcage,1996-03-08,6.499680000000001,6.7,303.0
249882,Virgin Mary,1995-10-12,0.9185040000000001,7.0,2.0
16388,The Brothers McMullen,1995-08-09,2.039196,6.3,23.0
9737,Bad Boys,1995-04-07,9.262184,6.5,1729.0
30765,The Amazing Panda Adventure,1995-08-25,2.375865,5.0,31.0
10474,The Basketball Diaries,1995-04-21,7.415144000000001,7.2,472.0
22279,An Awfully Big Adventure,1995-07-21,0.922958,6.0,11.0
30157,Amateur,1994-08-05,1.7590119999999998,6.5,21.0
568,Apollo 13,1995-06-30,18.761467,7.3,1637.0
11780,Rob Roy,1995-04-13,10.193549,6.5,151.0
34996,The Addiction,1995-01-10,3.137285,6.4,46.0
414,Batman Forever,1995-06-16,13.321354000000001,5.2,1529.0
649,Belle de Jour,1967-05-24,10.142662,7.3,163.0
1873,Beyond Rangoon,1995-05-24,2.04189,6.4,21.0
5894,Blue in the Face,1995-09-15,11.528147,6.8,28.0
1775,Canadian Bacon,1995-06-08,5.391556,5.9,57.0
8839,Casper,1995-05-26,12.812539,6.0,1045.0
20649,Clockers,1995-09-15,4.558992,6.8,69.0
10329,Congo,1995-06-09,7.260574,5.0,214.0
8963,Crimson Tide,1995-05-12,8.657364999999999,7.0,508.0
26564,Crumb,1994-09-10,3.6203879999999997,7.6,71.0
8068,Desperado,1995-08-25,6.950458,6.8,898.0
8512,Devil in a Blue Dress,1995-09-15,4.646132,6.3,88.0
1572,Die Hard: With a Vengeance,1995-05-19,15.138855,6.9,2094.0
13552,The Doom Generation,1995-10-27,7.120806,5.6,57.0
259209,Feast of July,1995-10-12,0.523575,0.0,0.0
6520,First Knight,1995-07-07,15.178338,5.9,319.0
9073,Free Willy 2 - The Adventure Home,1995-07-19,7.575098,5.5,130.0
10428,Hackers,1995-09-14,14.810519000000001,6.2,406.0
17447,Jeffrey,1995-08-18,3.196456,6.5,19.0
9886,Johnny Mnemonic,1995-05-26,11.715867999999999,5.5,380.0
9482,Judge Dredd,1995-06-30,8.184814999999999,5.4,643.0
19326,Jury Duty,1995-04-12,3.676921,4.0,34.0
9344,Kids,1995-07-28,4.877872,6.8,280.0
9071,Living in Oblivion,1995-01-20,10.058328999999999,7.2,64.0
8973,Lord of Illusions,1995-08-25,4.102409,5.9,87.0
15730,Love & Human Remains,1993-05-20,0.354014,7.0,7.0
47608,Mad Love,1995-05-26,2.624771,5.5,27.0
2293,Mallrats,1995-10-20,8.255469999999999,6.8,400.0
9070,Mighty Morphin Power Rangers: The Movie,1995-06-30,7.024227000000001,5.2,153.0
68274,Moonlight and Valentino,1995-09-29,1.01115,5.6,10.0
48787,Mute Witness,1995-09-28,2.466066,6.4,36.0
34574,Nadja,1994-09-13,7.720056,5.9,12.0
1642,The Net,1995-07-28,13.304342000000002,5.6,359.0
11472,Nine Months,1995-07-12,8.482834,5.5,171.0
36196,Party Girl,1995-06-09,1.165039,5.8,14.0
11980,The Prophecy,1995-09-01,10.187623,6.4,139.0
58372,Reckless,1995-11-17,0.11971300000000001,10.0,1.0
32646,Safe,1995-06-23,8.180047,7.2,62.0
10533,The Scarlet Letter,1995-10-13,6.752119,5.5,111.0
56088,The Show,1995-08-25,0.15959600000000002,5.3,2.0
10802,Showgirls,1995-09-22,17.502375,4.9,261.0
10149,Smoke,1995-06-09,5.5529459999999995,7.2,115.0
18402,Something to Talk About,1995-08-04,3.743212,5.7,60.0
9348,Species,1995-07-07,13.492845,5.5,457.0
139408,The Stars Fell on Henrietta,1995-09-15,0.913522,6.6,6.0
281,Strange Days,1995-10-13,11.223055,6.8,334.0
5967,The Umbrellas of Cherbourg,1964-02-19,8.133881,7.6,119.0
79593,The Tie That Binds,1995-09-08,1.8204189999999998,4.6,9.0
47939,Three Wishes,1995-10-27,11.002046,6.1,18.0
36834,Total Eclipse,1995-11-02,4.546551999999999,6.5,112.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,7.653446000000001,6.3,117.0
3512,Under Siege 2: Dark Territory,1995-07-13,7.490247,5.6,217.0
52856,Unstrung Heroes,1995-09-15,2.8816889999999997,6.4,9.0
77350,Unzipped,1995-08-11,0.7860229999999999,6.0,6.0
9560,A Walk in the Clouds,1995-08-11,9.715639,6.5,168.0
9804,Waterworld,1995-07-28,16.885184,5.9,1017.0
31611,White Man's Burden,1995-12-01,1.8340990000000001,5.1,25.0
65796,Wild Bill,1995-12-01,8.922139,5.9,27.0
49805,The Browning Version,1994-10-12,3.727644,6.0,11.0
26258,Bushwhacked,1995-08-04,3.287036,4.9,29.0
50797,Burnt by the Sun,1994-05-01,2.4860729999999998,6.7,35.0
19155,Before the Rain,1994-06-09,3.5256489999999996,7.7,45.0
76,Before Sunrise,1995-01-27,11.304979,7.7,984.0
11017,Billy Madison,1995-02-10,6.638116,6.2,464.0
37141,The Babysitter,1995-10-17,2.761837,4.7,27.0
9382,Boys on the Side,1995-02-03,3.030309,6.3,48.0
6715,The Cure,1995-04-21,2.686342,7.2,58.0
18256,Castle Freak,1995-08-04,2.2697700000000003,5.8,40.0
22625,Circle of Friends,1995-03-16,2.605521,6.5,30.0
2292,Clerks,1994-09-13,10.513367,7.4,769.0
1909,Don Juan DeMarco,1994-10-01,7.438934,6.3,184.0
8984,Disclosure,1994-12-09,11.812244,5.9,217.0
61813,Dream Man,1995-01-01,0.155859,2.5,1.0
4954,Drop Zone,1994-12-08,9.579155,5.1,91.0
62488,Destiny Turns on the Radio,1995-04-28,0.710671,5.3,9.0
10531,Death and the Maiden,1994-05-04,5.484156,7.1,92.0
11929,Dolores Claiborne,1995-03-24,5.8025,7.1,183.0
8467,Dumb and Dumber,1994-12-16,9.844558000000001,6.5,1894.0
10451,Eat Drink Man Woman,1994-08-03,4.860016000000001,7.5,76.0
20156,Exotica,1994-09-24,5.378467,6.5,64.0
18395,Exit to Eden,1994-10-14,4.322726,4.3,28.0
522,Ed Wood,1994-09-27,11.720358000000001,7.3,639.0
397,French Kiss,1995-05-05,9.146544,6.2,179.0
10525,Forget Paris,1995-05-19,16.236745000000003,6.1,38.0
27985,Far from Home: The Adventures of Yellow Dog,1995-01-13,2.657337,5.6,27.0
15789,A Goofy Movie,1995-04-07,10.177977,6.7,404.0
27303,Hideaway,1995-03-03,8.182165,5.0,24.0
21183,Fluke,1995-06-02,4.953936,6.6,48.0
10954,Farinelli,1994-12-07,8.935058,5.9,20.0
47867,Gordy,1995-05-12,0.398924,3.0,4.0
43475,Gumby: The Movie,1995-12-01,0.090452,5.0,2.0
72031,The Glass Shield,1994-09-16,1.012197,5.4,9.0
14275,Hoop Dreams,1994-09-12,9.47666,7.7,91.0
1024,Heavenly Creatures,1994-09-02,9.438042,6.9,299.0
17207,Houseguest,1995-01-06,2.688562,6.0,17.0
13701,Immortal Beloved,1994-12-16,7.983666,6.9,90.0
14819,Heavyweights,1995-02-17,9.546707000000001,6.0,97.0
32631,The Hunted,1995-02-24,2.756986,6.0,25.0
11777,I.Q.,1994-12-24,5.146351999999999,5.9,112.0
628,Interview with the Vampire,1994-11-11,11.970205,7.2,1558.0
87729,Jefferson in Paris,1995-03-31,1.596058,5.2,10.0
18713,The Jerky Boys,1995-02-03,0.748846,4.8,10.0
6280,Junior,1994-11-22,6.710215,4.7,381.0
9061,Just Cause,1995-02-17,9.195256,6.0,124.0
37108,A Kid in King Arthur's Court,1995-08-11,5.874511,4.3,40.0
6071,Kiss of Death,1995-04-21,7.797511999999999,5.7,83.0
11,Star Wars,1977-05-25,42.149696999999996,8.1,6778.0
9587,Little Women,1994-12-21,9.774994,7.0,222.0
19101,A Little Princess,1995-05-10,7.731725,7.4,207.0
49980,Ladybird Ladybird,1994-02-18,0.8450799999999999,7.4,14.0
17961,L'Enfer,1994-02-16,1.9483150000000002,6.6,22.0
18183,Like Water for Chocolate,1992-04-16,4.126083,6.6,70.0
4476,Legends of the Fall,1994-12-16,12.199047,7.2,636.0
11008,Major Payne,1995-03-24,9.253362,6.1,164.0
47504,Little Odessa,1994-10-27,1.8612919999999997,6.4,31.0
32325,Mi Vida Loca,1994-06-08,1.788829,5.7,9.0
43742,Love Affair,1994-10-21,3.290192,4.3,11.0
28313,Losing Isaiah,1995-03-17,7.698525999999999,6.4,28.0
11318,The Madness of King George,1994-12-28,4.81307,6.7,67.0
3036,Mary Shelley's Frankenstein,1994-11-04,14.287753,6.1,272.0
40490,Man of the House,1995-03-03,2.558118,5.1,40.0
24070,Mixed Nuts,1994-12-21,2.899608,5.2,37.0
8986,Milk Money,1994-08-31,3.770115,5.6,49.0
10510,Miracle on 34th Street,1994-11-18,5.831622,6.4,199.0
17402,Miami Rhapsody,1995-01-27,1.1372659999999999,5.6,7.0
38722,My Family,1995-05-03,3.1212880000000003,7.0,11.0
8438,Murder in the First,1995-01-20,9.518564,6.9,140.0
11593,Nobody's Fool,1994-12-23,2.891269,7.0,56.0
1945,Nell,1994-12-23,5.930957,6.1,128.0
39310,New Jersey Drive,1995-04-19,0.629955,6.9,7.0
109560,New York Cop,1993-08-14,0.004536999999999999,0.0,0.0
56428,Beyond Bedlam,1994-04-22,0.42695200000000005,4.0,4.0
63105,Nemesis 2 - Nebula,1995-09-26,1.466491,4.6,10.0
131957,Nina Takes a Lover,1995-03-03,0.769522,7.4,4.0
241,Natural Born Killers,1994-08-25,11.226856,6.9,927.0
9058,Only You,1994-09-17,4.936761,6.4,92.0
527,Once Were Warriors,1994-09-02,4.025276,7.6,106.0
18220,Poison Ivy II: Lily,1996-01-16,6.448039,4.6,32.0
6950,Outbreak,1995-03-10,13.676444,6.4,522.0
101,Leon: The Professional,1994-09-14,20.477329,8.2,4293.0
63020,The Perez Family,1995-05-12,1.4335440000000002,6.6,9.0
2307,A Pyromaniac's Love Story,1995-04-28,0.46330699999999997,7.0,2.0
680,Pulp Fiction,1994-09-10,140.95023600000002,8.3,8670.0
41478,Panther,1995-11-10,7.1601490000000005,6.4,6.0
25296,Pushing Hands,1992-02-01,1.638622,6.1,9.0
40156,Priest,1994-01-01,1.881932,6.4,32.0
11450,Quiz Show,1994-09-16,7.772505000000001,7.1,262.0
30304,Picture Bride,1995-05-05,1.296912,7.4,5.0
10452,Queen Margot,1994-05-13,4.405405,7.0,67.0
12106,The Quick and the Dead,1995-02-09,7.54701,6.2,431.0
161495,Roommates,1995-03-01,3.395867,6.4,7.0
3586,Prêt-à-Porter,1994-12-23,6.2594330000000005,5.3,33.0
110,Three Colors: Red,1994-05-27,7.832755000000001,7.8,246.0
108,Three Colors: Blue,1993-01-10,8.843517,7.7,311.0
109,Three Colors: White,1994-01-26,6.5898,7.3,218.0
159185,"Red Firecracker, Green Firecracker",1994-10-14,0.07825700000000001,7.0,2.0
36357,Rent-a-Kid,1995-01-01,1.155255,5.1,15.0
92769,Relative Fear,1995-10-03,0.499601,4.7,3.0
28033,Stuart Saves His Family,1995-04-12,1.390885,5.0,6.0
22586,The Swan Princess,1994-11-18,8.910461999999999,6.5,251.0
14334,The Secret of Roan Inish,1994-01-01,1.7504810000000002,6.1,15.0
2636,The Specialist,1994-10-07,10.388183,5.5,317.0
2164,Stargate,1994-10-27,13.328923999999999,6.8,942.0
11395,The Santa Clause,1994-11-10,9.665424,6.3,501.0
278,The Shawshank Redemption,1994-09-23,51.645403,8.5,8358.0
9905,Shallow Grave,1994-12-22,8.223025999999999,7.0,247.0
87078,Suture,1993-09-14,1.298224,6.0,7.0
12527,Strawberry and Chocolate,1993-01-01,1.7771970000000001,7.1,16.0
20306,Swimming with Sharks,1994-09-10,5.869261,6.7,104.0
36614,The Sum of Us,1994-07-12,1.407427,6.0,21.0
27993,Senior Trip,1995-09-08,5.05806,5.7,23.0
31439,To Live,1994-06-30,5.2606269999999995,7.7,62.0
9067,Tank Girl,1995-03-31,7.602086999999999,5.5,140.0
9059,Tales from the Crypt: Demon Knight,1995-01-13,9.455342,6.7,96.0
193,Star Trek: Generations,1994-11-17,8.105708,6.4,461.0
25066,Tales from the Hood,1995-05-24,2.86007,5.4,33.0
46797,Tom & Viv,1994-04-15,0.7042039999999999,5.8,8.0
12122,Village of the Damned,1995-04-28,6.529879,5.6,165.0
11381,Tommy Boy,1995-03-31,11.971318,6.8,321.0
32636,Vanya on 42nd Street,1994-09-13,7.039846000000001,6.1,15.0
36141,The Underneath,1995-04-28,2.059771,5.6,15.0
95963,The Walking Dead,1995-02-24,0.620873,6.6,4.0
1587,What's Eating Gilbert Grape,1993-12-17,10.3919,7.5,943.0
9271,Virtuosity,1995-08-04,5.1883989999999995,5.4,163.0
2064,While You Were Sleeping,1995-04-21,15.783615,6.5,340.0
19855,The War,1994-11-04,3.9085959999999997,6.3,39.0
60855,Double Happiness,1994-09-07,0.372239,5.5,2.0
236,Muriel's Wedding,1994-09-29,5.254847,6.9,104.0
48287,The Baby-Sitters Club,1995-08-18,2.15805,5.3,23.0
3049,Ace Ventura: Pet Detective,1994-02-04,11.247957000000001,6.4,1684.0
2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,8.328596000000001,7.2,174.0
12635,Backbeat,1994-04-01,2.487951,6.2,37.0
10497,Bitter Moon,1992-09-02,11.298195,7.0,115.0
11382,Bullets Over Broadway,1994-10-14,5.72288,7.0,130.0
9331,Clear and Present Danger,1994-08-03,7.5132449999999995,6.4,390.0
10731,The Client,1994-07-20,15.263829000000001,6.4,287.0
10464,"Corrina, Corrina",1994-08-12,6.924689,6.4,83.0
34152,Crooklyn,1994-05-13,2.5330220000000003,6.7,31.0
9495,The Crow,1994-05-11,15.799335999999998,7.3,980.0
29973,Cobb,1994-12-02,2.5833630000000003,6.1,29.0
888,The Flintstones,1994-05-26,15.019585999999999,5.0,559.0
13,Forrest Gump,1994-07-06,48.307194,8.2,8147.0
712,Four Weddings and a Funeral,1994-03-09,8.990345,6.6,654.0
16295,Higher Learning,1995-01-11,7.817811,6.4,49.0
48992,I Like It Like That,1994-10-14,0.28929499999999997,6.3,4.0
10879,I Love Trouble,1994-06-29,3.570874,5.3,41.0
10660,It Could Happen to You,1994-07-29,11.272072999999999,6.1,154.0
10714,The Jungle Book,1994-12-23,10.714235,5.9,107.0
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,0.5688840000000001,7.3,5.0
8587,The Lion King,1994-06-23,21.605760999999998,8.0,5520.0
1689,Little Buddha,1993-12-01,5.681522,6.0,76.0
11596,New Nightmare,1994-10-13,9.860522,6.4,297.0
854,The Mask,1994-07-29,14.134879999999999,6.6,2550.0
9359,Maverick,1994-05-20,15.050326,6.6,490.0
23333,Mrs. Parker and the Vicious Circle,1994-09-07,4.739054,6.3,20.0
36593,The Naked Gun 33⅓: The Final Insult,1994-03-18,10.587232,6.4,535.0
12280,The Paper,1994-03-18,4.006063,6.1,40.0
2788,Reality Bites,1994-02-18,6.5145919999999995,6.5,180.0
10427,Red Rock West,1993-07-08,5.137903,6.4,71.0
11011,Ri¢hie Ri¢h,1994-12-19,6.595255,5.4,426.0
49803,Safe Passage,1994-12-01,4.931565,4.9,7.0
8987,The River Wild,1994-09-30,10.511241,6.1,214.0
1637,Speed,1994-06-09,10.859292,6.8,1814.0
15128,Speechless,1994-12-16,2.3342259999999997,5.5,24.0
8831,Timecop,1994-09-15,8.907074,5.5,288.0
36955,True Lies,1994-07-14,11.396099000000001,6.8,1138.0
10449,When a Man Loves a Woman,1994-04-29,4.322544000000001,6.0,71.0
10395,Wolf,1994-06-17,14.063845,6.0,221.0
12160,Wyatt Earp,1994-06-24,9.277147,6.5,203.0
40480,Bad Company,1995-01-20,0.912415,4.9,12.0
52038,A Man of No Importance,1994-12-22,0.406113,6.5,2.0
29444,S.F.W.,1994-09-15,2.5045290000000002,6.1,22.0
26352,A Low Down Dirty Shame,1994-11-23,3.0215259999999997,6.0,31.0
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.054148,2.0,1.0
41580,Colonel Chabert,1994-01-01,0.934312,5.9,9.0
315,"Faster, Pussycat! Kill! Kill!",1965-08-06,4.220541000000001,6.5,59.0
22067,Jason's Lyric,1994-09-28,0.912909,5.9,9.0
18242,The Secret Adventures of Tom Thumb,1993-12-10,0.381704,7.1,8.0
11667,Street Fighter,1994-12-22,13.584489999999999,4.1,330.0
32502,Coldblooded,1995-09-15,2.342756,6.7,13.0
267188,Desert Winds,1997-12-31,0.251223,0.0,0.0
28732,Fall Time,1995-05-13,1.108494,6.3,6.0
75555,The Fear,1995-01-20,0.268043,3.4,7.0
42981,Frank and Ollie,1995-10-20,0.14235699999999998,7.5,4.0
278939,Girl in the Cadillac,1995-10-24,0.40539200000000003,10.0,1.0
291731,Homage,1995-05-03,0.014925,0.0,0.0
226229,Mirage,1995-11-21,0.30295700000000003,4.0,1.0
203119,Open Season,1996-05-03,0.012456,0.0,0.0
172923,Dos Crímenes,1995-05-26,0.23337600000000003,5.0,1.0
316098,Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0368,4.0,1.0
8011,Highlander: The Final Dimension,1994-11-29,6.8666339999999995,4.5,110.0
171857,Federal Hill,1995-02-24,0.100685,5.0,2.0
2654,In the Mouth of Madness,1994-12-12,8.497643,7.1,307.0
18069,8 Seconds,1994-02-25,1.888534,7.2,22.0
19092,Above the Rim,1994-03-23,4.38154,6.7,40.0
2758,Addams Family Values,1993-11-19,17.555909,6.5,537.0
38129,Martin Lawrence: You So Crazy,1994-04-27,0.394194,4.5,4.0
10436,The Age of Innocence,1993-09-17,8.013617,7.0,172.0
13595,Airheads,1994-08-05,7.09232,5.8,222.0
46094,The Air Up There,1994-01-07,1.8962729999999999,5.1,42.0
9409,Another Stakeout,1993-07-22,12.967239,4.9,58.0
11853,Bad Girls,1994-04-22,14.644772,4.6,61.0
16771,Barcelona,1994-07-29,1.632711,6.6,20.0
46924,Being Human,1994-05-06,2.783872,5.0,15.0
11041,The Beverly Hillbillies,1993-10-15,5.673735,5.0,86.0
306,Beverly Hills Cop III,1994-05-24,11.787784,5.5,445.0
14522,Black Beauty,1994-07-29,8.398845,6.6,68.0
26203,Blink,1994-01-26,3.0028200000000003,6.3,45.0
178,Blown Away,1994-07-01,13.155071,6.0,126.0
19819,Blue Chips,1994-02-18,6.131056,5.7,41.0
57834,Blue Sky,1994-09-16,4.993829,6.1,28.0
4722,Body Snatchers,1993-06-09,6.559692999999999,5.8,102.0
18215,Boxing Helena,1993-06-18,4.304224,4.5,59.0
1607,A Bronx Tale,1993-09-14,6.115628,7.4,447.0
26391,Cabin Boy,1994-01-07,1.679042,4.9,28.0
117553,Calendar Girl,1993-09-03,1.316741,3.7,10.0
6075,Carlito's Way,1993-11-10,8.698509,7.7,805.0
11310,City Slickers II: The Legend of Curly's Gold,1994-06-10,8.605703,4.9,103.0
18658,Clean Slate,1994-05-06,2.724621,5.7,25.0
